Ausgabe;Kreis;Kreisname;Amt;Amtsname;Gemeinde;Gemeindename;Wahlbezirke insg.;erf. Wahlbezirke;Wahlberechtigte;Waehler;Wahlbeteiligung;ungueltige Stimmen;gueltige Stimmen;CDU;DIE LINKE;SPD;FDP;GRÜNE;NPD;DIE GRAUEN;REP;Adomeit;AWK;"BfL";RP;Agrarb�ndnis;AfR;APD;AUFBRUCH 09;AUF;Bauernverband;Bv;BBLR;BFR;BsG;BfB;BfS;BB UER;BfP;BG;FORUM;Freie  W�hler;Freie W�hler;FWG;FWG Niepars;F�R Rostock - pro OB;Haus und Grund Rostock;IfA;MUG;Rostocker Bund;SAV;UB;UBL 94;UWG;WG Bv-L�ndlicher Raum;Bauern;WG;WGW;WIK;WGK;KL;WGLR;WPL;WG Prohn;WG SVS 93;WIP;Einzelbewerber;
P;51;Bad Doberan;5111;Bad Doberan-Land;13051049;Nienhagen;2;2;1614;997;61,8;1,9;98,1;45,5;13,5;21,4;8,5;4,8;3,9;x;x;x;x;x;x;x;x;0,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,4;
A;51;Bad Doberan;5111;Bad Doberan-Land;13051059;Reddelich;1;1;705;453;64,3;72;1274;383;259;267;161;61;70;x;x;x;x;x;x;x;x;2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;71;
P;51;Bad Doberan;5111;Bad Doberan-Land;13051059;Reddelich;1;1;705;453;64,3;5,3;94,7;30,1;20,3;21,0;12,6;4,8;5,5;x;x;x;x;x;x;x;x;0,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;5,6;
A;51;Bad Doberan;5111;Bad Doberan-Land;13051063;Retschow;1;1;788;467;59,3;69;1317;323;320;197;234;126;69;x;x;x;x;x;x;x;x;13;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;35;
P;51;Bad Doberan;5111;Bad Doberan-Land;13051063;Retschow;1;1;788;467;59,3;5,0;95,0;24,5;24,3;15,0;17,8;9,6;5,2;x;x;x;x;x;x;x;x;1,0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,7;
A;51;Bad Doberan;5111;Bad Doberan-Land;13051074;Steffenshagen;1;1;416;229;55,0;42;639;104;141;136;118;45;51;x;x;x;x;x;x;x;x;2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;42;
P;51;Bad Doberan;5111;Bad Doberan-Land;13051074;Steffenshagen;1;1;416;229;55,0;6,2;93,8;16,3;22,1;21,3;18,5;7,0;8,0;x;x;x;x;x;x;x;x;0,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;6,6;
A;51;Bad Doberan;5111;Bad Doberan-Land;13051083;Wittenbeck;1;1;669;341;51,0;27;971;146;175;127;374;50;49;x;x;x;x;x;x;x;x;2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;48;
P;51;Bad Doberan;5111;Bad Doberan-Land;13051083;Wittenbeck;1;1;669;341;51,0;2,7;97,3;15,0;18,0;13,1;38,5;5,1;5,0;x;x;x;x;x;x;x;x;0,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;4,9;
A;51;Bad Doberan;5112;Carb�k;13051015;Broderstorf;2;2;2665;1520;57,0;86;4361;1717;834;854;512;234;121;x;x;x;x;x;x;x;x;29;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;60;
P;51;Bad Doberan;5112;Carb�k;13051015;Broderstorf;2;2;2665;1520;57,0;1,9;98,1;39,4;19,1;19,6;11,7;5,4;2,8;x;x;x;x;x;x;x;x;0,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,4;
A;51;Bad Doberan;5112;Carb�k;13051037;Klein Kussewitz;1;1;591;287;48,6;68;793;339;119;124;106;59;30;x;x;x;x;x;x;x;x;10;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;6;
P;51;Bad Doberan;5112;Carb�k;13051037;Klein Kussewitz;1;1;591;287;48,6;7,9;92,1;42,7;15,0;15,6;13,4;7,4;3,8;x;x;x;x;x;x;x;x;1,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,8;
A;51;Bad Doberan;5112;Carb�k;13051045;Mandelshagen;1;1;228;123;53,9;0;350;73;93;113;41;17;9;x;x;x;x;x;x;x;x;0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;4;
P;51;Bad Doberan;5112;Carb�k;13051045;Mandelshagen;1;1;228;123;53,9;0,0;100,0;20,9;26,6;32,3;11,7;4,9;2,6;x;x;x;x;x;x;x;x;0,0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,1;
A;51;Bad Doberan;5112;Carb�k;13051054;Poppendorf;1;1;617;407;66,0;14;1166;197;313;409;158;33;26;x;x;x;x;x;x;x;x;4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;26;
P;51;Bad Doberan;5112;Carb�k;13051054;Poppendorf;1;1;617;407;66,0;1,2;98,8;16,9;26,8;35,1;13,6;2,8;2,2;x;x;x;x;x;x;x;x;0,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,2;
A;51;Bad Doberan;5112;Carb�k;13051064;Roggentin;2;2;2305;1301;56,4;75;3723;943;949;921;413;204;135;x;x;x;x;x;x;x;x;5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;153;
P;51;Bad Doberan;5112;Carb�k;13051064;Roggentin;2;2;2305;1301;56,4;2,0;98,0;25,3;25,5;24,7;11,1;5,5;3,6;x;x;x;x;x;x;x;x;0,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;4,1;
A;51;Bad Doberan;5112;Carb�k;13051075;Steinfeld;1;1;486;298;61,3;18;843;241;151;169;178;51;26;x;x;x;x;x;x;x;x;3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;24;
P;51;Bad Doberan;5112;Carb�k;13051075;Steinfeld;1;1;486;298;61,3;2,1;97,9;28,6;17,9;20,0;21,1;6,0;3,1;x;x;x;x;x;x;x;x;0,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2,8;
A;51;Bad Doberan;5112;Carb�k;13051079;Thulendorf;1;1;473;210;44,4;15;610;163;114;110;145;36;34;x;x;x;x;x;x;x;x;1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;7;
P;51;Bad Doberan;5112;Carb�k;13051079;Thulendorf;1;1;473;210;44,4;2,4;97,6;26,7;18,7;18,0;23,8;5,9;5,6;x;x;x;x;x;x;x;x;0,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,1;
A;51;Bad Doberan;5114;Neubukow-Salzhaff;13051002;Alt Bukow;1;1;448;261;58,3;48;716;314;88;186;31;25;16;x;x;x;x;x;x;x;x;4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;52;
P;51;Bad Doberan;5114;Neubukow-Salzhaff;13051002;Alt Bukow;1;1;448;261;58,3;6,3;93,7;43,9;12,3;26,0;4,3;3,5;2,2;x;x;x;x;x;x;x;x;0,6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;7,3;
A;51;Bad Doberan;5114;Neubukow-Salzhaff;13051007;Bastorf;1;1;893;464;52,0;67;1325;418;252;323;66;65;57;x;x;x;x;x;x;x;x;2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;142;
P;51;Bad Doberan;5114;Neubukow-Salzhaff;13051007;Bastorf;1;1;893;464;52,0;4,8;95,2;31,5;19,0;24,4;5,0;4,9;4,3;x;x;x;x;x;x;x;x;0,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;10,7;
A;51;Bad Doberan;5114;Neubukow-Salzhaff;13051010;Biendorf;2;2;1066;460;43,2;75;1276;453;315;170;89;71;60;x;x;x;x;x;x;x;x;0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;118;
P;51;Bad Doberan;5114;Neubukow-Salzhaff;13051010;Biendorf;2;2;1066;460;43,2;5,6;94,4;35,5;24,7;13,3;7,0;5,6;4,7;x;x;x;x;x;x;x;x;0,0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;9,2;
A;51;Bad Doberan;5114;Neubukow-Salzhaff;13051036;Kirch Mulsow;1;1;289;137;47,4;8;402;62;46;47;21;21;18;x;x;x;x;x;x;x;x;0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;187;
P;51;Bad Doberan;5114;Neubukow-Salzhaff;13051036;Kirch Mulsow;1;1;289;137;47,4;2,0;98,0;15,4;11,4;11,7;5,2;5,2;4,5;x;x;x;x;x;x;x;x;0,0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;46,5;
A;51;Bad Doberan;5114;Neubukow-Salzhaff;13051062;Rerik, Stadt;4;4;1970;1120;56,9;42;3223;655;546;1536;153;71;68;x;x;x;x;x;x;x;x;9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;185;
P;51;Bad Doberan;5114;Neubukow-Salzhaff;13051062;Rerik, Stadt;4;4;1970;1120;56,9;1,3;98,7;20,3;16,9;47,7;4,7;2,2;2,1;x;x;x;x;x;x;x;x;0,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;5,7;
A;51;Bad Doberan;5114;Neubukow-Salzhaff;13051087;Am Salzhaff;2;2;441;301;68,3;23;828;298;146;221;39;35;15;x;x;x;x;x;x;x;x;13;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;61;
P;51;Bad Doberan;5114;Neubukow-Salzhaff;13051087;Am Salzhaff;2;2;441;301;68,3;2,7;97,3;36,0;17,6;26,7;4,7;4,2;1,8;x;x;x;x;x;x;x;x;1,6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;7,4;
A;51;Bad Doberan;5114;Neubukow-Salzhaff;13051088;Carinerland;4;4;872;486;55,7;49;1396;467;191;164;133;46;59;x;x;x;x;x;x;x;x;5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;331;
P;51;Bad Doberan;5114;Neubukow-Salzhaff;13051088;Carinerland;4;4;872;486;55,7;3,4;96,6;33,5;13,7;11,7;9,5;3,3;4,2;x;x;x;x;x;x;x;x;0,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;23,7;
A;51;Bad Doberan;5115;Rostocker Heide;13051009;Bentwisch;2;2;2136;1048;49,1;124;2966;1001;564;558;511;173;76;x;x;x;x;x;x;x;x;42;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;41;
P;51;Bad Doberan;5115;Rostocker Heide;13051009;Bentwisch;2;2;2136;1048;49,1;4,0;96,0;33,7;19,0;18,8;17,2;5,8;2,6;x;x;x;x;x;x;x;x;1,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,4;
A;51;Bad Doberan;5115;Rostocker Heide;13051011;Blankenhagen;1;1;712;351;49,3;39;993;495;118;117;188;50;8;x;x;x;x;x;x;x;x;12;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;5;
P;51;Bad Doberan;5115;Rostocker Heide;13051011;Blankenhagen;1;1;712;351;49,3;3,8;96,2;49,8;11,9;11,8;18,9;5,0;0,8;x;x;x;x;x;x;x;x;1,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,5;
A;51;Bad Doberan;5115;Rostocker Heide;13051020;Gelbensande;2;2;1472;671;45,6;109;1853;519;383;302;475;93;72;x;x;x;x;x;x;x;x;9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;
P;51;Bad Doberan;5115;Rostocker Heide;13051020;Gelbensande;2;2;1472;671;45,6;5,6;94,4;28,0;20,7;16,3;25,6;5,0;3,9;x;x;x;x;x;x;x;x;0,5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;
A;51;Bad Doberan;5115;Rostocker Heide;13051046;M�nchhagen;1;1;936;545;58,2;36;1584;541;281;273;407;60;15;x;x;x;x;x;x;x;x;5;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;2;
P;51;Bad Doberan;5115;Rostocker Heide;13051046;M�nchhagen;1;1;936;545;58,2;2,2;97,8;34,2;17,7;17,2;25,7;3,8;0,9;x;x;x;x;x;x;x;x;0,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,1;
A;51;Bad Doberan;5115;Rostocker Heide;13051066;R�vershagen;2;2;2001;914;45,7;54;2613;723;539;537;591;141;50;x;x;x;x;x;x;x;x;11;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;21;
P;51;Bad Doberan;5115;Rostocker Heide;13051066;R�vershagen;2;2;2001;914;45,7;2,0;98,0;27,7;20,6;20,6;22,6;5,4;1,9;x;x;x;x;x;x;x;x;0,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,8;
A;51;Bad Doberan;5118;Schwaan;13051008;Benitz;1;1;319;178;55,8;6;524;200;133;100;26;62;3;x;x;x;x;x;x;x;x;0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;
P;51;Bad Doberan;5118;Schwaan;13051008;Benitz;1;1;319;178;55,8;1,1;98,9;38,2;25,4;19,1;5,0;11,8;0,6;x;x;x;x;x;x;x;x;0,0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;
A;51;Bad Doberan;5118;Schwaan;13051014;Br�bberow;1;1;401;284;70,8;21;831;225;118;122;33;292;35;x;x;x;x;x;x;x;x;1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;5;
P;51;Bad Doberan;5118;Schwaan;13051014;Br�bberow;1;1;401;284;70,8;2,5;97,5;27,1;14,2;14,7;4,0;35,1;4,2;x;x;x;x;x;x;x;x;0,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,6;
A;51;Bad Doberan;5118;Schwaan;13051033;Kassow;1;1;326;175;53,7;3;494;162;72;100;46;103;10;x;x;x;x;x;x;x;x;1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;
P;51;Bad Doberan;5118;Schwaan;13051033;Kassow;1;1;326;175;53,7;0,6;99,4;32,8;14,6;20,2;9,3;20,9;2,0;x;x;x;x;x;x;x;x;0,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;
A;51;Bad Doberan;5118;Schwaan;13051067;Rukieten;1;1;263;171;65,0;9;486;218;100;59;38;54;12;x;x;x;x;x;x;x;x;4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1;
P;51;Bad Doberan;5118;Schwaan;13051067;Rukieten;1;1;263;171;65,0;1,8;98,2;44,9;20,6;12,1;7,8;11,1;2,5;x;x;x;x;x;x;x;x;0,8;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,2;
A;51;Bad Doberan;5118;Schwaan;13051071;Schwaan, Stadt;4;4;4529;1822;40,2;78;5222;2673;1133;404;137;716;132;x;x;x;x;x;x;x;x;13;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;14;
P;51;Bad Doberan;5118;Schwaan;13051071;Schwaan, Stadt;4;4;4529;1822;40,2;1,5;98,5;51,2;21,7;7,7;2,6;13,7;2,5;x;x;x;x;x;x;x;x;0,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,3;
A;51;Bad Doberan;5118;Schwaan;13051080;Vorbeck;1;1;264;177;67,0;15;500;212;111;52;26;90;9;x;x;x;x;x;x;x;x;0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0;
P;51;Bad Doberan;5118;Schwaan;13051080;Vorbeck;1;1;264;177;67,0;2,9;97,1;42,4;22,2;10,4;5,2;18,0;1,8;x;x;x;x;x;x;x;x;0,0;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,0;
A;51;Bad Doberan;5118;Schwaan;13051082;Wiendorf;1;1;697;354;50,8;38;993;407;186;81;42;236;28;x;x;x;x;x;x;x;x;9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;4;
P;51;Bad Doberan;5118;Schwaan;13051082;Wiendorf;1;1;697;354;50,8;3,7;96,3;41,0;18,7;8,2;4,2;23,8;2,8;x;x;x;x;x;x;x;x;0,9;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,4;
A;51;Bad Doberan;5121;Warnow-West;13051019;Elmenhorst/Lichtenhagen;4;4;3570;2136;59,8;120;6183;2442;1426;1134;555;433;150;x;x;x;x;x;x;x;x;13;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;30;
P;51;Bad Doberan;5121;Warnow-West;13051019;Elmenhorst/Lichtenhagen;4;4;3570;2136;59,8;1,9;98,1;39,5;23,1;18,3;9,0;7,0;2,4;x;x;x;x;x;x;x;x;0,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,5;
A;51;Bad Doberan;5121;Warnow-West;13051040;Kritzmow;3;3;2733;1456;53,3;97;4218;1750;585;1135;394;280;45;x;x;x;x;x;x;x;x;6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;23;
P;51;Bad Doberan;5121;Warnow-West;13051040;Kritzmow;3;3;2733;1456;53,3;2,2;97,8;41,5;13,9;26,9;9,3;6,6;1,1;x;x;x;x;x;x;x;x;0,1;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,5;
A;51;Bad Doberan;5121;Warnow-West;13051043;Lambrechtshagen;3;3;2476;1468;59,3;138;4248;1260;1078;575;961;250;82;x;x;x;x;x;x;x;x;7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;35;
P;51;Bad Doberan;5121;Warnow-West;13051043;Lambrechtshagen;3;3;2476;1468;59,3;3,1;96,9;29,7;25,4;13,5;22,6;5,9;1,9;x;x;x;x;x;x;x;x;0,2;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,8;
A;51;Bad Doberan;5121;Warnow-West;13051051;Papendorf;2;2;2008;1142;56,9;126;3209;732;940;606;437;398;71;x;x;x;x;x;x;x;x;14;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;11;
P;51;Bad Doberan;5121;Warnow-West;13051051;Papendorf;2;2;2008;1142;56,9;3,8;96,2;22,8;29,3;18,9;13,6;12,4;2,2;x;x;x;x;x;x;x;x;0,4;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,3;
A;51;Bad Doberan;5121;Warnow-West;13051053;P�lchow;1;1;740;520;70,3;93;1467;329;268;414;123;224;73;x;x;x;x;x;x;x;x;11;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;25;
P;51;Bad Doberan;5121;Warnow-West;13051053;P�lchow;1;1;740;520;70,3;6,0;94,0;22,4;18,3;28,2;8,4;15,3;5,0;x;x;x;x;x;x;x;x;0,7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;1,7;
A;51;Bad Doberan;5121;Warnow-West;13051073;St�below;1;1;1201;684;57,0;88;1964;671;377;460;269;131;33;x;x;x;x;x;x;x;x;6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;17;
P;51;Bad Doberan;5121;Warnow-West;13051073;St�below;1;1;1201;684;57,0;4,3;95,7;34,2;19,2;23,4;13,7;6,7;1,7;x;x;x;x;x;x;x;x;0,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,9;
A;51;Bad Doberan;5121;Warnow-West;13051085;Ziesendorf;1;1;1151;572;49,7;89;1627;515;303;326;245;157;65;x;x;x;x;x;x;x;x;10;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;6;
P;51;Bad Doberan;5121;Warnow-West;13051085;Ziesendorf;1;1;1151;572;49,7;5,2;94,8;31,7;18,6;20,0;15,1;9,6;4,0;x;x;x;x;x;x;x;x;0,6;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,4;
A;51;Bad Doberan;5122;Tessin;13051016;Cammin;1;1;651;324;49,8;6;903;365;234;133;71;69;15;x;x;x;x;x;x;x;x;12;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;4;
P;51;Bad Doberan;5122;Tessin;13051016;Cammin;1;1;651;324;49,8;0,7;99,3;40,4;25,9;14,7;7,9;7,6;1,7;x;x;x;x;x;x;x;x;1,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;0,4;
A;51;Bad Doberan;5122;Tessin;13051021;Gnewitz;1;1;189;113;59,8;6;311;87;68;53;55;3;26;x;x;x;x;x;x;x;x;7;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;12;
P;51;Bad Doberan;5122;Tessin;13051021;Gnewitz;1;1;189;113;59,8;1,9;98,1;28,0;21,9;17,0;17,7;1,0;8,4;x;x;x;x;x;x;x;x;2,3;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;3,9;
