Wahlkreis,Gemeindenummer,Gemeindename,A1,A2,A3,A,B,B1,D,Stimmen gesamt,CDU,SPD,PDS,FDP,C5,C6,C7,C8,GRÜNE,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49
57,13057006,"Bad Sülze, Stadt",1693,86,0,1779,843,42,236,2293,1357,238,389,42,x,x,x,x,x,9,7,x,x,x,x,x,x,x,x,x,x,x,240,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,11,x,x,x,x,x,x,x
57,13057008,Bartelshagen II b. Barth,375,17,0,392,253,15,81,678,460,73,56,15,x,x,x,x,x,0,0,x,x,x,x,x,x,x,x,x,x,x,43,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,31,x,x,x,x,x,x,x
57,13057009,"Barth, Stadt",8057,404,0,8461,3648,384,562,10382,5805,1854,1655,185,x,x,x,x,x,42,47,x,x,0,x,x,x,x,x,x,x,x,105,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,689,x,x,x,x,x,x,x
57,13057011,Behnkendorf,298,13,0,311,196,11,38,550,327,59,105,10,x,x,x,x,x,0,10,x,x,x,x,x,x,x,x,x,x,x,34,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,5,x,x,x,x,x,x,x
57,13057012,Böhlendorf,241,6,0,247,179,5,32,505,219,146,85,15,x,x,x,x,x,7,1,x,x,x,x,x,x,x,x,x,x,x,25,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,7,x,x,x,x,x,x,x
57,13057013,Born a. Darß,987,42,0,1029,610,35,104,1726,475,241,286,556,x,x,x,x,x,2,18,x,x,99,x,x,x,x,x,x,x,x,40,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,9,x,x,x,x,x,x,x
57,13057014,Brandshagen,1010,30,0,1040,726,28,180,1998,951,401,413,109,x,x,x,x,x,9,40,x,x,x,x,x,x,x,x,x,x,x,38,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,37,x,x,x,x,x,x,x
57,13057015,Breesen,224,7,0,231,177,7,31,500,297,85,75,14,x,x,x,x,x,1,6,x,x,x,x,x,x,x,x,x,x,x,20,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,2,x,x,x,x,x,x,x
57,13057019,Daskow,913,13,0,926,543,13,112,1517,531,191,264,22,x,x,x,x,x,2,0,x,x,x,x,x,x,x,x,x,x,x,496,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,11,x,x,x,x,x,x,x
57,13057020,Dettmannsdorf,879,10,0,889,432,0,81,1215,596,102,198,240,x,x,x,x,x,2,4,x,x,x,x,x,x,x,x,x,x,x,62,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,11,x,x,x,x,x,x,x
57,13057021,Deyelsdorf,477,13,0,490,294,11,65,817,544,130,92,22,x,x,x,x,x,5,5,x,x,x,x,x,x,x,x,x,x,x,12,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,7,x,x,x,x,x,x,x
57,13057022,Dierhagen,1317,54,0,1371,785,0,86,2269,876,420,760,99,x,x,x,x,x,5,27,x,x,29,x,x,x,x,x,x,x,x,37,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,16,x,x,x,x,x,x,x
57,13057024,Drechow,243,7,0,250,142,6,36,390,198,62,56,32,x,x,x,x,x,0,5,x,x,x,x,x,x,x,x,x,x,x,36,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,x,x,x,x,x,x,x
57,13057025,Dudendorf,127,0,0,127,84,0,5,247,77,51,77,6,x,x,x,x,x,4,1,x,x,x,x,x,x,x,x,x,x,x,30,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,x,x,x,x,x,x,x
57,13057026,Eixen,746,32,0,778,461,27,107,1276,523,112,368,56,x,x,x,x,x,4,18,x,x,x,x,x,x,x,x,x,x,x,179,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,16,x,x,x,x,x,x,x
57,13057027,Elmenhorst,616,7,0,623,450,7,76,1274,762,159,281,17,x,x,x,x,x,11,13,x,x,x,x,x,x,x,x,x,x,x,21,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,10,x,x,x,x,x,x,x
57,13057028,"Franzburg, Stadt",1548,90,0,1638,950,81,144,2706,1518,670,278,29,x,x,x,x,x,8,117,x,x,x,x,x,x,x,x,x,x,x,74,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,12,x,x,x,x,x,x,x
57,13057029,Fuhlendorf,737,24,0,761,508,24,174,1350,641,295,203,42,x,x,x,x,x,6,3,x,x,x,x,x,x,x,x,x,x,x,17,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,143,x,x,x,x,x,x,x
57,13057030,Glewitz,620,6,0,626,281,4,55,788,538,72,155,7,x,x,x,x,x,1,0,x,x,x,x,x,x,x,x,x,x,x,15,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,x,x,x,x,x,x,x
57,13057031,Grammendorf,634,10,0,644,377,9,51,1080,759,130,152,9,x,x,x,x,x,2,11,x,x,x,x,x,x,x,x,x,x,x,11,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,6,x,x,x,x,x,x,x
57,13057032,Gransebieth,582,14,0,596,344,11,71,961,561,155,203,16,x,x,x,x,x,8,2,x,x,x,x,x,x,x,x,x,x,x,13,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,3,x,x,x,x,x,x,x
57,13057036,"Grimmen, Stadt",9522,638,0,10160,4726,605,802,13376,7318,2195,3221,192,x,x,x,x,x,140,79,x,x,x,x,x,x,x,x,x,x,x,161,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,70,x,x,x,x,x,x,x
57,13057037,Groß Kordshagen,333,12,0,345,238,12,57,657,385,64,138,6,x,x,x,x,x,2,7,x,x,x,x,x,x,x,x,x,x,x,26,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,29,x,x,x,x,x,x,x
57,13057038,Groß Mohrdorf,631,21,0,652,319,20,85,872,411,214,135,17,x,x,x,x,x,7,52,x,x,x,x,x,x,x,x,x,x,x,14,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,22,x,x,x,x,x,x,x
57,13057039,Horst,439,22,0,461,296,16,54,834,316,84,321,7,x,x,x,x,x,2,16,x,x,x,x,x,x,x,x,x,x,x,66,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,22,x,x,x,x,x,x,x
57,13057040,Hugoldsdorf,138,0,0,138,83,0,25,224,152,27,19,9,x,x,x,x,x,0,4,x,x,x,x,x,x,x,x,x,x,x,10,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,3,x,x,x,x,x,x,x
57,13057041,Jakobsdorf,464,20,0,484,283,20,67,782,412,160,134,14,x,x,x,x,x,2,7,x,x,x,x,x,x,x,x,x,x,x,49,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,4,x,x,x,x,x,x,x
57,13057043,Karnin,229,7,0,236,162,7,17,469,187,129,95,13,x,x,x,x,x,2,12,x,x,x,x,x,x,x,x,x,x,x,5,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,26,x,x,x,x,x,x,x
57,13057045,Kenz,250,19,0,269,194,18,30,552,217,129,109,10,x,x,x,x,x,14,3,x,x,x,x,x,x,x,x,x,x,x,15,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,55,x,x,x,x,x,x,x
57,13057046,Kirchdorf,421,11,0,432,270,11,41,769,461,122,143,19,x,x,x,x,x,5,1,x,x,x,x,x,x,x,x,x,x,x,14,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,4,x,x,x,x,x,x,x
57,13057047,Klausdorf,461,36,0,497,337,32,40,971,293,537,71,20,x,x,x,x,x,9,11,x,x,x,x,x,x,x,x,x,x,x,7,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,23,x,x,x,x,x,x,x
57,13057049,Kramerhof,1060,48,0,1108,586,46,79,1679,779,517,226,55,x,x,x,x,x,9,42,x,x,x,x,x,x,x,x,x,x,x,15,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,36,x,x,x,x,x,x,x
57,13057051,Kummerow,322,3,0,325,193,3,57,522,200,111,158,14,x,x,x,x,x,3,7,x,x,x,x,x,x,x,x,x,x,x,18,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,11,x,x,x,x,x,x,x
57,13057052,Küstrow,167,5,0,172,112,4,28,308,103,61,76,10,x,x,x,x,x,1,6,x,x,x,x,x,x,x,x,x,x,x,9,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,42,x,x,x,x,x,x,x
57,13057053,Langsdorf,191,9,0,200,133,0,28,371,144,74,77,21,x,x,x,x,x,1,4,x,x,x,x,x,x,x,x,x,x,x,46,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,4,x,x,x,x,x,x,x
57,13057054,Löbnitz,649,20,0,669,426,20,59,1219,546,124,232,180,x,x,x,x,x,8,4,x,x,x,x,x,x,x,x,x,x,x,54,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,71,x,x,x,x,x,x,x
57,13057055,Lüdershagen,477,19,0,496,310,18,45,885,444,151,148,17,x,x,x,x,x,6,8,x,x,x,x,x,x,x,x,x,x,x,75,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,36,x,x,x,x,x,x,x
57,13057056,Lüssow,679,24,0,703,435,24,81,1224,626,277,209,28,x,x,x,x,x,3,27,x,x,x,x,x,x,x,x,x,x,x,22,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,32,x,x,x,x,x,x,x
57,13057057,Marlow,4065,150,0,4215,2328,136,435,6549,3804,678,1050,469,x,x,x,x,x,35,29,x,x,x,x,x,x,x,x,x,x,x,428,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,56,x,x,x,x,x,x,x
57,13057059,Miltzow,1160,32,0,1192,610,32,129,1701,1028,245,316,18,x,x,x,x,x,2,9,x,x,x,x,x,x,x,x,x,x,x,76,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,7,x,x,x,x,x,x,x
57,13057060,Neu Bartelshagen,332,21,0,353,201,19,70,533,174,98,185,12,x,x,x,x,x,3,5,x,x,x,x,x,x,x,x,x,x,x,20,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,36,x,x,x,x,x,x,x
57,13057062,Niepars,1510,57,0,1567,1024,55,120,2952,1511,321,903,47,x,x,x,x,x,6,21,x,x,x,x,x,x,x,x,x,x,x,133,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,10,x,x,x,x,x,x,x
57,13057064,Pantelitz,538,11,0,549,335,9,98,907,489,140,189,24,x,x,x,x,x,8,8,x,x,x,x,x,x,x,x,x,x,x,32,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,17,x,x,x,x,x,x,x
57,13057065,Papenhagen,473,22,0,495,312,16,56,880,426,136,160,31,x,x,x,x,x,78,25,x,x,x,x,x,x,x,x,x,x,x,14,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,10,x,x,x,x,x,x,x
57,13057067,Preetz,737,48,0,785,407,37,80,1141,522,353,195,17,x,x,x,x,x,7,14,x,x,x,x,x,x,x,x,x,x,x,16,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,17,x,x,x,x,x,x,x
57,13057068,Prerow,1470,47,0,1517,978,0,135,2799,976,656,343,83,x,x,x,x,x,20,41,x,x,603,x,x,x,x,x,x,x,x,34,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,43,x,x,x,x,x,x,x
57,13057069,Prohn,1277,149,0,1426,855,121,444,2121,761,784,369,81,x,x,x,x,x,12,38,x,x,x,x,x,x,x,x,x,x,x,36,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,40,x,x,x,x,x,x,x
,13057070,Pruchten,576,25,0,601,378,24,63,1071,307,431,177,35,x,x,x,x,x,25,14,x,x,x,x,x,x,x,x,x,x,x,12,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,70,x,x,x,x,x,x,x
57,13057073,Reinberg,986,18,0,1004,603,18,113,1696,945,284,327,26,x,x,x,x,x,6,49,x,x,x,x,x,x,x,x,x,x,x,48,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,11,x,x,x,x,x,x,x
57,13057074,"Ribnitz-Damgarten, Stadt",13576,719,0,14295,7007,619,1155,19866,8804,4241,4931,937,x,x,x,x,x,64,153,x,x,x,x,x,x,x,x,x,x,x,524,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,212,x,x,x,x,x,x,x
57,13057075,"Richtenberg, Stadt",1290,66,0,1356,801,63,122,2281,866,1190,119,27,x,x,x,x,x,3,36,x,x,x,x,x,x,x,x,x,x,x,35,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,5,x,x,x,x,x,x,x
57,13057076,Saal,1155,30,0,1185,628,29,260,1624,739,272,417,66,x,x,x,x,x,15,6,x,x,x,x,x,x,x,x,x,x,x,88,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,21,x,x,x,x,x,x,x
57,13057077,Schlemmin,277,11,0,288,214,10,47,595,223,79,61,2,x,x,x,x,x,3,2,x,x,x,x,x,x,x,x,x,x,x,212,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,13,x,x,x,x,x,x,x
57,13057078,Schulenberg,322,11,0,333,208,11,79,545,228,85,164,21,x,x,x,x,x,0,1,x,x,x,x,x,x,x,x,x,x,x,45,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,x,x,x,x,x,x,x
57,13057079,Semlow,826,13,0,839,387,13,128,1033,499,125,235,14,x,x,x,x,x,1,4,x,x,x,x,x,x,x,x,x,x,x,147,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,8,x,x,x,x,x,x,x
57,13057081,Splietsdorf,510,12,0,522,299,12,64,833,422,144,125,26,x,x,x,x,x,4,2,x,x,x,x,x,x,x,x,x,x,x,107,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,3,x,x,x,x,x,x,x
57,13057083,Steinhagen,2094,132,0,2226,1433,123,254,4045,1960,1147,577,69,x,x,x,x,x,20,63,x,x,x,x,x,x,x,x,x,x,x,152,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,57,x,x,x,x,x,x,x
57,13057084,Stoltenhagen,458,12,0,470,235,6,67,638,344,100,114,25,x,x,x,x,x,4,2,x,x,x,x,x,x,x,x,x,x,x,43,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,6,x,x,x,x,x,x,x
57,13057085,"Tribsees, Stadt",2835,103,0,2938,1359,99,319,3758,1552,614,490,439,x,x,x,x,x,12,32,x,x,x,x,x,x,x,x,x,x,x,583,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,36,x,x,x,x,x,x,x
57,13057086,Trinwillershagen,1196,22,0,1218,732,21,153,2043,721,247,397,45,x,x,x,x,x,11,5,x,x,x,x,x,x,x,x,x,x,x,599,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,18,x,x,x,x,x,x,x
57,13057087,Velgast,1769,51,0,1820,891,43,163,2510,1488,364,497,42,x,x,x,x,x,7,31,x,x,x,x,x,x,x,x,x,x,x,45,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,36,x,x,x,x,x,x,x
57,13057088,Weitenhagen,215,7,0,222,137,7,24,387,246,62,47,2,x,x,x,x,x,0,2,x,x,x,x,x,x,x,x,x,x,x,27,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,x,x,x,x,x,x,x
57,13057089,Wendisch Baggendorf,422,12,0,434,237,9,51,660,284,131,218,3,x,x,x,x,x,6,3,x,x,x,x,x,x,x,x,x,x,x,9,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,6,x,x,x,x,x,x,x
57,13057090,Wendorf,712,49,0,761,480,0,98,1342,611,313,282,33,x,x,x,x,x,11,37,x,x,x,x,x,x,x,x,x,x,x,27,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,28,x,x,x,x,x,x,x
57,13057091,Wieck a. Darß,622,31,0,653,444,0,128,1204,467,196,114,154,x,x,x,x,x,3,16,x,x,190,x,x,x,x,x,x,x,x,33,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,31,x,x,x,x,x,x,x
57,13057092,Wilmshagen,296,23,0,319,243,22,26,703,245,40,222,13,x,x,x,x,x,0,2,x,x,x,x,x,x,x,x,x,x,x,179,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,2,x,x,x,x,x,x,x
57,13057093,Wittenhagen,1079,43,0,1122,579,40,73,1664,1198,166,169,40,x,x,x,x,x,7,23,x,x,x,x,x,x,x,x,x,x,x,55,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,6,x,x,x,x,x,x,x
57,13057094,Wustrow,1123,69,0,1192,788,61,127,2237,882,452,433,347,x,x,x,x,x,17,31,x,x,27,x,x,x,x,x,x,x,x,34,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,14,x,x,x,x,x,x,x
57,13057095,Zarrendorf,754,40,0,794,465,33,115,1280,790,195,197,16,x,x,x,x,x,12,21,x,x,x,x,x,x,x,x,x,x,x,11,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,38,x,x,x,x,x,x,x
57,13057096,Zingst,2423,233,0,2656,1631,226,329,4564,2119,806,686,43,x,x,x,x,x,225,389,x,x,110,x,x,x,x,x,x,x,x,74,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,112,x,x,x,x,x,x,x
57,13057097,Süderholz,3615,104,0,3719,2168,0,277,6227,4121,786,742,64,x,x,x,x,x,23,136,x,x,x,x,x,x,x,x,x,x,x,323,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,32,x,x,x,x,x,x,x
57,13057098,Divitz-Spoldershagen,371,10,0,381,295,10,51,834,310,142,143,62,x,x,x,x,x,3,1,x,x,x,x,x,x,x,x,x,x,x,132,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,41,x,x,x,x,x,x,x
57,13057099,Gremersdorf-Buchholz,656,4,0,660,378,10,82,1052,529,237,192,19,x,x,x,x,x,3,26,x,x,x,x,x,x,x,x,x,x,x,43,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,3,x,x,x,x,x,x,x
57,13057100,Millienhagen-Oebelitz,329,4,0,333,204,4,33,579,298,107,54,8,x,x,x,x,x,6,18,x,x,x,x,x,x,x,x,x,x,x,86,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,2,x,x,x,x,x,x,x
58,13058001,Alt Meteln,917,42,0,959,620,42,77,1783,447,433,228,284,x,x,x,x,41,x,x,x,x,x,x,x,346,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,4,x,x,x,x,x,x
58,13058002,Babst,347,8,0,355,180,6,6,534,232,146,65,7,x,x,x,x,9,x,x,x,x,x,x,x,72,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,3,x,x,x,x,x,x,x
58,13058003,Bad Kleinen,3044,126,0,3170,1465,110,375,4020,1251,983,798,752,x,x,x,x,101,x,x,x,x,x,x,x,129,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,6,x,x,x,x,x,x,x
58,13058004,Badow,288,4,0,292,184,4,55,497,195,132,79,13,x,x,x,x,9,x,x,x,x,x,x,x,63,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,6,x,x,x,x,x,x
58,13058005,Barnekow,503,15,0,518,293,14,61,818,492,142,109,16,x,x,x,x,8,x,x,x,x,x,x,x,49,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,2,x,x,x,x,x,x,x
58,13058006,Beidendorf,595,12,0,607,293,0,59,820,303,151,169,28,x,x,x,x,10,x,x,x,x,x,x,x,159,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
58,13058007,Benz,509,46,0,555,305,39,75,840,301,257,119,61,x,x,x,x,2,x,x,x,x,x,x,x,97,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,3,x,x,x,x,x,x,x
58,13058008,Bernstorf,267,3,0,270,134,1,20,382,154,61,82,5,x,x,x,x,5,x,x,x,x,x,x,x,71,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,4,x,x,x,x
58,13058009,Bibow,227,10,0,237,163,9,28,461,168,58,214,7,x,x,x,x,3,x,x,x,x,x,x,x,8,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,3,x,x,x,x,x,x,x
58,13058010,Blowatz,950,33,0,983,536,32,132,1476,426,546,216,44,x,x,x,x,35,x,x,x,x,x,x,x,209,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,x,x,x,x,x,x,x
58,13058011,Bobitz,1126,17,0,1143,555,16,100,1565,436,275,594,28,x,x,x,x,33,x,x,x,x,x,x,x,195,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,4,x,x,x,x,x,x,x
58,13058012,Boiensdorf,412,17,0,429,291,12,35,838,405,198,144,23,x,x,x,x,7,x,x,x,x,x,x,x,61,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
58,13058013,Böken,136,1,0,137,92,1,25,251,60,52,73,10,x,x,x,x,13,x,x,x,x,x,x,x,40,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,2,x,x,x,x,x,x
58,13058014,Boltenhagen,1935,125,0,2060,1377,0,197,3934,1689,1280,417,315,x,x,x,x,58,x,x,x,x,x,x,x,129,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,41,x,x,5,x,x,x,x
58,13058015,Börzow,577,7,0,584,422,5,57,1209,719,390,75,8,x,x,x,x,4,x,x,x,x,x,x,x,13,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
58,13058016,Brüsewitz,1726,74,0,1800,1020,71,139,2921,834,793,623,32,x,x,x,x,34,x,x,x,x,x,x,x,73,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,10,522,x,x,x,x,x,x
58,13058017,Bülow,350,6,0,356,189,4,44,523,184,171,93,13,x,x,x,x,8,x,x,x,x,x,x,x,51,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,3,x,x,x,x
58,13058018,Carlow,875,34,0,909,465,33,56,1339,446,327,213,42,x,x,x,x,39,x,x,x,x,x,x,x,245,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,x,18,8,x,x,x,x
58,13058019,Cramonshagen,456,13,0,469,268,7,60,744,247,159,203,17,x,x,x,x,10,x,x,x,x,x,x,x,82,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,1,25,x,x,x,x,x,x
58,13058020,Dalberg-Wendelstorf,474,28,0,502,340,25,43,977,426,238,187,21,x,x,x,x,22,x,x,x,x,x,x,x,53,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,5,25,x,x,x,x,x,x
58,13058021,Damshagen,714,28,0,742,436,21,28,1280,412,515,237,17,x,x,x,x,15,x,x,x,x,x,x,x,74,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,7,x,x,3,x,x,x,x
58,13058022,"Dassow, Stadt",2542,84,0,2626,989,78,215,2752,700,1088,449,366,x,x,x,x,20,x,x,x,x,x,x,x,98,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,6,x,x,21,4,x,x,x
58,13058023,Dechow,166,12,0,178,141,12,36,387,97,54,159,6,x,x,x,x,8,x,x,x,x,x,x,x,57,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,6,x,x,x,x,x
58,13058024,Demern,257,8,0,265,196,6,26,562,205,182,65,7,x,x,x,x,12,x,x,x,x,x,x,x,91,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
58,13058025,Dorf Mecklenburg,2424,52,0,2476,1185,36,156,3399,1341,781,553,165,x,x,x,x,82,x,x,x,x,x,x,x,468,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,9,x,x,x,x,x,x,x
58,13058026,Dragun,595,37,0,632,444,35,75,1257,357,418,227,39,x,x,x,x,17,x,x,x,x,x,x,x,141,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,28,x,30,x,x,x,x,x
58,13058027,Elmenhorst,566,17,0,583,266,0,6,792,147,354,218,19,x,x,x,x,5,x,x,x,x,x,x,x,49,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,x,x,x,x
58,13058028,"Gadebusch, Stadt",4987,270,0,5257,2362,241,345,6741,2619,1162,2026,239,x,x,x,x,75,x,x,x,x,x,x,x,227,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,4,x,389,x,x,x,x,x
58,13058029,Gägelow,1996,68,0,2064,1104,66,134,3178,1452,984,472,46,x,x,x,x,62,x,x,x,x,x,x,x,157,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,5,x,x,x,x,x,x,x
58,13058030,Glasin,369,23,0,392,273,23,45,774,340,225,85,32,x,x,x,x,5,x,x,x,x,x,x,x,87,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,0,x,x,x,x,x,x,x
58,13058031,Gottesgabe,640,30,0,670,320,30,71,889,395,183,194,6,x,x,x,x,7,x,x,x,x,x,x,x,87,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,2,15,x,x,x,x,x,x
58,13058032,Grambow,485,20,0,505,264,16,57,735,237,296,129,13,x,x,x,x,18,x,x,x,x,x,x,x,23,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,4,15,x,x,x,x,x,x
